slug,patreon_url,keywords_count,keywords_found,Graphtreon,Name,Category,Patrons,Earnings,Range,Is Nsfw,Facebook Likes,Twitter Followers,Youtube Subscribers,Youtube Videos,Youtube Views
SyrianaAnalysis,https://www.patreon.com/SyrianaAnalysis/overview,1,journalist,https://graphtreon.com/creator/SyrianaAnalysis,Syriana Analysis,Video,68,,month,0,21924,3514,30676,249,5028598
johannhari,https://www.patreon.com/johannhari/overview,2,journalism;journalist,https://graphtreon.com/creator/johannhari,Johann Hari,Writing,73,458.53,month,0,8838,,,,
chelseanye,https://www.patreon.com/chelseanye/overview,2,journalism;journalist,https://graphtreon.com/creator/chelseanye,Chelsea Nyegaard,Adult Video,68,754.97,month,1,,284,,,
emilycare,https://www.patreon.com/emilycare/overview,2,journalist;investigative,https://graphtreon.com/creator/emilycare,Emily Care Boss,Games,70,242.1,hack or mod,0,,3670,,,
ViveCharlie,https://www.patreon.com/ViveCharlie/overview,1,journalist,https://graphtreon.com/creator/ViveCharlie,Vive Charlie,Magazine,67,163.51,month,0,,18194,,,
faisalalmutar,https://www.patreon.com/faisalalmutar/overview,1,journalism,https://graphtreon.com/creator/faisalalmutar,Faisal Saeed Al Mutar,Magazine,68,440.54,month,0,90321,26851,216,9,6282
glennf,https://www.patreon.com/glennf/overview,3,journalism;journalist;reporting,https://graphtreon.com/creator/glennf,Glenn Fleishman,Writing,66,191.79,month,0,,26657,,,
SpectrumPulse,https://www.patreon.com/SpectrumPulse/overview,1,journalism,https://graphtreon.com/creator/SpectrumPulse,Mark Grondin,Music,69,392.16,month,0,,4056,33691,1213,8609356
Halfatlanta,https://www.patreon.com/Halfatlanta/overview,2,journalism;journalist,https://graphtreon.com/creator/Halfatlanta,Devyn Springer,Podcasts,63,342.57,month,0,,21620,,,
TinaHorn,https://www.patreon.com/TinaHorn/overview,1,journalist,https://graphtreon.com/creator/TinaHorn,Tina Horn,Podcasts,67,329.51,month,0,,9713,,,
mrtiredmedia,https://www.patreon.com/mrtiredmedia/overview,2,journalism;journalist,https://graphtreon.com/creator/mrtiredmedia,Mr. Tired Media,Games,65,324.45,month,0,249,779,104,26,16548
losing,https://www.patreon.com/losing/overview,2,reporter;reporting,https://graphtreon.com/creator/losing,King Kaufman,Video,67,,creation,0,298,5189,2,13,186
tedium,https://www.patreon.com/tedium/overview,1,journalist,https://graphtreon.com/creator/tedium,Ernie Smith,Video,67,253.37,month,0,942,1413,,,
narratively,https://www.patreon.com/narratively/overview,2,journalism;journalist,https://graphtreon.com/creator/narratively,Narratively,Video,64,,month,0,63100,,,,
wearerabble,https://www.patreon.com/wearerabble/overview,1,journalism,https://graphtreon.com/creator/wearerabble,rabble,Video,65,348.5,month,0,31796,8181,333,31,317763
ALittleSomething,https://www.patreon.com/ALittleSomething/overview,1,journalism,https://graphtreon.com/creator/ALittleSomething,Kotaro DÌ_rr & Jan Wehn,Podcasts,60,158.51,month,0,622,791,38,1,225
secretlives,https://www.patreon.com/secretlives/overview,2,journalist;investigation,https://graphtreon.com/creator/secretlives,The Secret Lives of Virtual Worlds,Podcasts,65,189.45,creation,0,,4913,,,
shallweshow,https://www.patreon.com/shallweshow/overview,4,journalist;reporter;reporting;investigative,https://graphtreon.com/creator/shallweshow,Shall We Play a Game?,Podcasts,65,447.3,a quartet of podcastsÛÓwe charge once every four podcasts,0,649,577,,,
IAmPoly,https://www.patreon.com/IAmPoly/overview,1,journalism,https://graphtreon.com/creator/IAmPoly,Andre Shakti,Podcasts,62,363.39,month,0,,13209,,,
meeplelikeus,https://www.patreon.com/meeplelikeus/overview,2,journalism;investigation,https://graphtreon.com/creator/meeplelikeus,Meeple Like Us,Games,66,280.4,month,0,1183,4092,,,
DrDebraSoh,https://www.patreon.com/DrDebraSoh/overview,1,journalism,https://graphtreon.com/creator/DrDebraSoh,Dr. Debra W Soh,Writing,63,460.02,month,0,2536,28045,2731,2,77766
BeatThePress,https://www.patreon.com/BeatThePress/overview,1,reporting,https://graphtreon.com/creator/BeatThePress,Dean Baker,,64,,month,0,63035,45239,,,
RURdy4It,https://www.patreon.com/RURdy4It/overview,1,reporting,https://graphtreon.com/creator/RURdy4It,RURdy4It,Video,61,207.6,month,0,1054,208,9673,116,406859
MarinaPetrillo,https://www.patreon.com/MarinaPetrillo/overview,2,journalism;reporter,https://graphtreon.com/creator/MarinaPetrillo,Marina Petrillo,Photography,61,470.76,month,0,,16797,,,
HowWeRollPodcast,https://www.patreon.com/HowWeRollPodcast/overview,1,investigation,https://graphtreon.com/creator/HowWeRollPodcast,How We Roll Podcast,Podcasts,61,314.27,month,0,540,4033,,,
Hammeh,https://www.patreon.com/Hammeh/overview,1,reporting,https://graphtreon.com/creator/Hammeh,Hammeh,Video,61,332.93,month,0,350,14024,131456,836,29534591
JillPantozzi,https://www.patreon.com/JillPantozzi/overview,3,journalism;journalist;reporting,https://graphtreon.com/creator/JillPantozzi,Jill Pantozzi,Comics,62,212.74,month,0,10531,32427,442,24,132238
totallyawesomefishing,https://www.patreon.com/totallyawesomefishing/overview,1,reporting,https://graphtreon.com/creator/totallyawesomefishing,Totally Awesome Fishing,Video,58,,month,0,16384,4048,156943,644,38376069
hiddenmickeys,https://www.patreon.com/hiddenmickeys/overview,1,journalist,https://graphtreon.com/creator/hiddenmickeys,Natalie and Carrie,Podcasts,62,,episode,0,434,645,,,
rubenbolling,https://www.patreon.com/rubenbolling/overview,1,journalism,https://graphtreon.com/creator/rubenbolling,Ruben Bolling,Comics,62,,month,0,7307,19734,,,
DetroitLionsPodcast,https://www.patreon.com/DetroitLionsPodcast/overview,1,journalist,https://graphtreon.com/creator/DetroitLionsPodcast,Detroit Lions Podcast,Podcasts,62,299.63,month,0,446,1716,338,63,26438
klingebros,https://www.patreon.com/klingebros/overview,1,investigation,https://graphtreon.com/creator/klingebros,The Klinge Brothers,Video,57,,month,0,18619,1393,,,
girlonthenet,https://www.patreon.com/girlonthenet/overview,1,investigation,https://graphtreon.com/creator/girlonthenet,Girl on the Net,Adult Writing,61,677.92,month,1,,18370,,,
AmericaFirst,https://www.patreon.com/AmericaFirst/overview,2,reporting;investigation,https://graphtreon.com/creator/AmericaFirst,America First Media Group,,58,,month,0,3821,108702,,,
AprilLaJune,https://www.patreon.com/AprilLaJune/overview,2,journalism;journalist,https://graphtreon.com/creator/AprilLaJune,April LaJune,Video,59,315.51,month,0,,9035,2299,3,291129
cultofgeshcast,https://www.patreon.com/cultofgeshcast/overview,1,journalist,https://graphtreon.com/creator/cultofgeshcast,Cult of Geshcast,Podcasts,58,,month,0,,349,,,
PeterSweden,https://www.patreon.com/PeterSweden/overview,2,journalism;journalist,https://graphtreon.com/creator/PeterSweden,PeterSweden,,56,221.93,month,0,1069,,33397,205,3491892
zachhaller,https://www.patreon.com/zachhaller/overview,2,journalism;reporting,https://graphtreon.com/creator/zachhaller,Zach Haller (Shirtless Pundit),Video,58,148.29,month,0,2811,26262,,,
GameDebate,https://www.patreon.com/GameDebate/overview,2,journalist;reporter,https://graphtreon.com/creator/GameDebate,Game Debate,Games,52,96.06,month,0,24448,24241,,,
vsi,https://www.patreon.com/vsi/overview,1,investigation,https://graphtreon.com/creator/vsi,Vape Scene Investigation,Video,58,,month,0,3218,223,104,4,6920
JennyBallif,https://www.patreon.com/JennyBallif/overview,1,investigative,https://graphtreon.com/creator/JennyBallif,Science Mom,Video,58,573.45,month,0,,179,1699,55,62164
hardcorelisting,https://www.patreon.com/hardcorelisting/overview,1,investigation,https://graphtreon.com/creator/hardcorelisting,Hardcore Listing,Video,57,651.92,month,0,1286,1088,0,73,12391
teresayanaros,https://www.patreon.com/teresayanaros/overview,1,journalist,https://graphtreon.com/creator/teresayanaros,Teresa Yanaros,Video,58,,month,0,,,4687,84,701466
realityblurred,https://www.patreon.com/realityblurred/overview,2,journalist;reporting,https://graphtreon.com/creator/realityblurred,Andy Dehnart,Writing,58,,month,0,8018,14498,,,
arablit,https://www.patreon.com/arablit/overview,1,journalist,https://graphtreon.com/creator/arablit,M. Lynx Qualey,Writing,58,,month,0,11552,9465,,,
itavisen,https://www.patreon.com/itavisen/overview,1,journalist,https://graphtreon.com/creator/itavisen,ITavisen,,52,130.93,month,0,18552,4820,897,263,761467
MediaDiversified,https://www.patreon.com/MediaDiversified/overview,2,journalism;journalist,https://graphtreon.com/creator/MediaDiversified,Media Diversified,Video,56,239.03,month,0,32394,57343,,,
thresholdpodcast,https://www.patreon.com/thresholdpodcast/overview,2,journalism;reporter,https://graphtreon.com/creator/thresholdpodcast,Threshold,Podcasts,56,394.76,month,0,718,353,13664091,3321,5593314869
sophieyanow,https://www.patreon.com/sophieyanow/overview,1,journalism,https://graphtreon.com/creator/sophieyanow,Sophie Yanow,Writing,56,189.07,month,0,,2042,,,
DerrickBroze,https://www.patreon.com/DerrickBroze/overview,2,journalist;investigation,https://graphtreon.com/creator/DerrickBroze,Derrick Broze,Video,54,226.23,month,0,38791,1882,8591,829,928077
davidwolinsky,https://www.patreon.com/davidwolinsky/overview,3,journalism;journalist;reporting,https://graphtreon.com/creator/davidwolinsky,David Wolinsky,Games,55,,month,0,,2907,25,23,1064
itchyfeetcomic,https://www.patreon.com/itchyfeetcomic/overview,1,reporting,https://graphtreon.com/creator/itchyfeetcomic,Malachi Ray Rempen,Comics,54,278.12,month,0,50573,7184,,,
upsphotography,https://www.patreon.com/upsphotography/overview,1,investigation,https://graphtreon.com/creator/upsphotography,Unparalleled Suffering,Photography,54,349.74,month,0,,,,,
Aeondreamstudios,https://www.patreon.com/Aeondreamstudios/overview,1,journalism,https://graphtreon.com/creator/Aeondreamstudios,Aeon Dream Studios,Games,51,264.29,month,0,6858,42246,1142,12,23635
WhiteWineTrueCrime,https://www.patreon.com/WhiteWineTrueCrime/overview,1,investigation,https://graphtreon.com/creator/WhiteWineTrueCrime,White Wine True Crime,Podcasts,49,384.43,month,0,1786,1824,,,
insidecroydon,https://www.patreon.com/insidecroydon/overview,3,journalism;reporter;reporting,https://graphtreon.com/creator/insidecroydon,Inside Croydon,,54,,month,0,,11502,,,
syriancivilwarmap,https://www.patreon.com/syriancivilwarmap/overview,1,reporting,https://graphtreon.com/creator/syriancivilwarmap,Syrian Civil War Map,,53,185.28,month,0,7444,35946,,,
JohnLaurits,https://www.patreon.com/JohnLaurits/overview,2,journalism;journalist,https://graphtreon.com/creator/JohnLaurits,John Laurits,Writing,50,265.73,month,0,2479,3891,,,
epicfam,https://www.patreon.com/epicfam/overview,1,investigation,https://graphtreon.com/creator/epicfam,(((EPIC))) PARANORMAL,Video,49,,month,0,,,11939,351,577177
sandpointreader,https://www.patreon.com/sandpointreader/overview,3,journalism;reporter;investigative,https://graphtreon.com/creator/sandpointreader,Sandpoint Reader,Video,54,395.14,month,0,3885,121,,,
jackofkent,https://www.patreon.com/jackofkent/overview,4,journalism;journalist;investigative;investigation,https://graphtreon.com/creator/jackofkent,Jack of Kent,Writing,52,,month,0,,25345,,,
cinematicuniverse,https://www.patreon.com/cinematicuniverse/overview,1,journalist,https://graphtreon.com/creator/cinematicuniverse,Cinematic Universe,Video,53,145.5,month,0,205,1573,,,
OrilliaMatters,https://www.patreon.com/OrilliaMatters/overview,3,journalism;journalist;reporter,https://graphtreon.com/creator/OrilliaMatters,OrilliaMatters.com,Games,50,433.68,month,0,4019,483,,,
OnionBrowser,https://www.patreon.com/OnionBrowser/overview,2,journalist;investigative,https://graphtreon.com/creator/OnionBrowser,Mike Tigas,Games,50,237.78,month,0,,5679,,,
SteveAhlquist,https://www.patreon.com/SteveAhlquist/overview,3,journalism;journalist;investigative,https://graphtreon.com/creator/SteveAhlquist,Steve Ahlquist,Video,51,,news report,0,,2454,506,5862,493074
eoinhiggins,https://www.patreon.com/eoinhiggins/overview,3,journalist;reporter;reporting,https://graphtreon.com/creator/eoinhiggins,Eoin Higgins,Writing,52,185.38,month,0,447,14844,8,14,32338
Story_tellers,https://www.patreon.com/Story_tellers/overview,1,journalist,https://graphtreon.com/creator/Story_tellers,Storytellers,Adult Games,48,,month,1,,154,0,0,0
treyfpodcast,https://www.patreon.com/treyfpodcast/overview,1,reporter,https://graphtreon.com/creator/treyfpodcast,TREYF,Podcasts,51,199.93,month,0,1897,1720,,,
CareyWedler,https://www.patreon.com/CareyWedler/overview,1,journalism,https://graphtreon.com/creator/CareyWedler,Carey Wedler,Video,49,,video ,0,105164,3831,48943,69,5243015
eastlansinginfo,https://www.patreon.com/eastlansinginfo/overview,1,reporter,https://graphtreon.com/creator/eastlansinginfo,East Lansing Info,,51,,month,0,5098,1066,4,19,2286
thefourfiftyone,https://www.patreon.com/thefourfiftyone/overview,1,journalist,https://graphtreon.com/creator/thefourfiftyone,The FourFiftyOne,Podcasts,50,203.39,month,0,,6796,,,
Deskovic,https://www.patreon.com/Deskovic/overview,2,investigative;investigation,https://graphtreon.com/creator/Deskovic,The Jeffrey Deskovic Foundation for Justice,Video,48,326.12,month,0,12216,1215,6364,189,990232
unfoundpodcast,https://www.patreon.com/unfoundpodcast/overview,1,reporter,https://graphtreon.com/creator/unfoundpodcast,Ed Dentzel,Podcasts,52,,month,0,,1160,,,
accordingtojoe,https://www.patreon.com/accordingtojoe/overview,1,investigative,https://graphtreon.com/creator/accordingtojoe,According to Joe,Video,47,,month,0,,121,,,
Vault72,https://www.patreon.com/Vault72/overview,2,journalist;investigative,https://graphtreon.com/creator/Vault72,Desmond Fallout,,47,373.63,month,1,,543,,,
lfelsenstein,https://www.patreon.com/lfelsenstein/overview,1,journalist,https://graphtreon.com/creator/lfelsenstein,Lee Felsenstein,Video,51,363.68,month,0,,501,35667,1092,8560761
lauraloomer,https://www.patreon.com/lauraloomer/overview,4,journalism;journalist;investigative;investigation,https://graphtreon.com/creator/lauraloomer,Laura Loomer,,50,431.46,month,0,18179,153495,6456,26,307210
darmonrichter,https://www.patreon.com/darmonrichter/overview,1,reporting,https://graphtreon.com/creator/darmonrichter,Darmon Richter,Writing,51,234.9,Blog post,0,5771,1865,,,
doublefeature,https://www.patreon.com/doublefeature/overview,1,investigation,https://graphtreon.com/creator/doublefeature,Double Feature,Podcasts,48,631.53,month,0,755,12851,,,
romancastro,https://www.patreon.com/romancastro/overview,1,reporting,https://graphtreon.com/creator/romancastro,The Spear Podcast,Podcasts,50,239.05,Episode,0,997,,389,25,21881
truenorthjournal,https://www.patreon.com/truenorthjournal/overview,1,journalism,https://graphtreon.com/creator/truenorthjournal,True North Photo Journal,Adult Photography,49,169.36,month,1,873,351,,,
impolitecompanypodcast,https://www.patreon.com/impolitecompanypodcast/overview,1,journalist,https://graphtreon.com/creator/impolitecompanypodcast,Impolite Company,Podcasts,50,492.26,month,0,396,1190,,,
guitareobs,https://www.patreon.com/guitareobs/overview,1,journalist,https://graphtreon.com/creator/guitareobs,Guitare Obsession,Podcasts,47,167.22,month,0,981,916,12805,322,749500
rossgsutherland,https://www.patreon.com/rossgsutherland/overview,1,reporter,https://graphtreon.com/creator/rossgsutherland,Ross Sutherland,Podcasts,48,272.42,month,0,,4557,259,51,147804
allheelsondeck,https://www.patreon.com/allheelsondeck/overview,1,reporting,https://graphtreon.com/creator/allheelsondeck,All Heels on Deck,Writing,48,,month,0,,355,,,
MylesDyer,https://www.patreon.com/MylesDyer/overview,1,journalism,https://graphtreon.com/creator/MylesDyer,Myles Dyer,Video,45,219.01,month,0,15911,51024,57849,202,6966622
stockholmcf,https://www.patreon.com/stockholmcf/overview,1,journalist,https://graphtreon.com/creator/stockholmcf,Stockholm Center for Freedom,Writing,48,851.46,month,0,,,29,8,6151
EricaGriffin,https://www.patreon.com/EricaGriffin/overview,1,journalist,https://graphtreon.com/creator/EricaGriffin,Erica Griffin,Video,47,,month,0,34045,69236,781452,627,124136097
hypnoheroes,https://www.patreon.com/hypnoheroes/overview,1,investigation,https://graphtreon.com/creator/hypnoheroes,Gian Rivier,Adult Comics,47,329.71,month,1,,,792,34,1154143
mollyfisk,https://www.patreon.com/mollyfisk/overview,1,reporting,https://graphtreon.com/creator/mollyfisk,Molly Fisk,Writing,47,246.88,"poem, radio essay, blog post, book, or painting",0,,393,,,
doctorabominable,https://www.patreon.com/doctorabominable/overview,1,investigation,https://graphtreon.com/creator/doctorabominable,Paul Russel,Drawing & Painting,47,337.27,month,0,,399,,,
christawells,https://www.patreon.com/christawells/overview,1,journalist,https://graphtreon.com/creator/christawells,Christa Wells,Video,46,647.82,month,0,12933,2697,0,119,261184
conversations,https://www.patreon.com/conversations/overview,1,journalist,https://graphtreon.com/creator/conversations,Well of Light,Video,46,,month,0,1567,,,,
hackandslash,https://www.patreon.com/hackandslash/overview,1,journalist,https://graphtreon.com/creator/hackandslash,Courtney Campbell,Writing,48,57.88,Blog post,0,,103,164919,55432,231261869
davidgerard,https://www.patreon.com/davidgerard/overview,2,journalism;journalist,https://graphtreon.com/creator/davidgerard,David Gerard,Writing,44,181.12,month,0,217,4732,,,
JulieDiCaro,https://www.patreon.com/JulieDiCaro/overview,1,journalist,https://graphtreon.com/creator/JulieDiCaro,Julie DiCaro,Writing,46,,month,0,5771,35874,,,
chrisscullion,https://www.patreon.com/chrisscullion/overview,2,journalism;journalist,https://graphtreon.com/creator/chrisscullion,Chris Scullion,Games,47,,month,0,,7744,2328,273,584060
l0de,https://www.patreon.com/l0de/overview,3,journalism;journalist;investigative,https://graphtreon.com/creator/l0de,The L0DE RADIO HOUR,Video,46,242.06,Show,0,,1509,1939,216,63980
rhuantavan,https://www.patreon.com/rhuantavan/overview,1,investigation,https://graphtreon.com/creator/rhuantavan,Rhuantavan,Games,49,168.32,month,0,398,410,32,10,1627
juanochoa,https://www.patreon.com/juanochoa/overview,1,reporter,https://graphtreon.com/creator/juanochoa,Juan Ochoa,Drawing & Painting,45,,Bundle of illustrations,0,,239,43,94,5614
dahboo7,https://www.patreon.com/dahboo7/overview,2,journalist;reporter,https://graphtreon.com/creator/dahboo7,DAHBOO7,Video,42,124.5,month,0,,28414,352243,3526,98910782
peterc408,https://www.patreon.com/peterc408/overview,1,investigation,https://graphtreon.com/creator/peterc408,Peter Carcione,Video,43,80.08,,0,1378,672,156465,304,24348777
moviessilently,https://www.patreon.com/moviessilently/overview,1,reporter,https://graphtreon.com/creator/moviessilently,Fritzi Kramer,Video,44,144.52,month,0,,14391,,,
MattZemek,https://www.patreon.com/MattZemek/overview,1,journalist,https://graphtreon.com/creator/MattZemek,Matt Zemek,Writing,45,66.65,month,0,,5472,,,
blunderbussmag,https://www.patreon.com/blunderbussmag/overview,1,journalism,https://graphtreon.com/creator/blunderbussmag,Blunderbuss Magazine,Magazine,43,217.33,month,0,2249,10370,,,
girlfightclub,https://www.patreon.com/girlfightclub/overview,1,reporting,https://graphtreon.com/creator/girlfightclub,Girlfight.Club,Adult Video,40,,month,1,,3216,65,2,9023
boredman,https://www.patreon.com/boredman/overview,1,journalist,https://graphtreon.com/creator/boredman,Boredman,Comics,42,453.95,month,0,2378,,258,38,72416
MichaelTrimmShow,https://www.patreon.com/MichaelTrimmShow/overview,1,journalism,https://graphtreon.com/creator/MichaelTrimmShow,The Michael Trimm Show,Video,43,,month,0,,6224,31877,305,2636196
kadybat,https://www.patreon.com/kadybat/overview,1,journalism,https://graphtreon.com/creator/kadybat,Ellen McGrody,Games,43,267.78,month,0,,4604,4,7,72
wonderlandlandfanclub,https://www.patreon.com/wonderlandlandfanclub/overview,1,journalism,https://graphtreon.com/creator/wonderlandlandfanclub,Wonderland,Adult Magazine,44,,month,1,,2357,,,
electriccity,https://www.patreon.com/electriccity/overview,3,journalism;journalist;reporting,https://graphtreon.com/creator/electriccity,Electric City Magazine,Magazine,44,429.75,month,0,1959,2025,,,
storiesofnepal,https://www.patreon.com/storiesofnepal/overview,1,journalist,https://graphtreon.com/creator/storiesofnepal,Stories of Nepal,Writing,43,456.06,month,0,416260,1310,545,3,8925
alternatecurrentradio,https://www.patreon.com/alternatecurrentradio/overview,1,journalist,https://graphtreon.com/creator/alternatecurrentradio,Alternate Current Radio,Video,42,315.46,month,0,806,1052,446,53,11155
taiwanreporter,https://www.patreon.com/taiwanreporter/overview,2,journalist;reporter,https://graphtreon.com/creator/taiwanreporter,Klaus Bardenhagen,Video,44,142.06,month,0,18488,4524,3267,165,2994302
dkdktv,https://www.patreon.com/dkdktv/overview,1,journalism,https://graphtreon.com/creator/dkdktv,DKDKTV,Video,37,406.54,month,0,4775,4787,204660,472,32576690
welcometoputtsdale,https://www.patreon.com/welcometoputtsdale/overview,1,reporter,https://graphtreon.com/creator/welcometoputtsdale,Victor Mammoth,Adult Games,43,,month,1,,,,,
kitoconnell,https://www.patreon.com/kitoconnell/overview,5,journalism;journalist;reporter;reporting;investigation,https://graphtreon.com/creator/kitoconnell,Kit O'Connell,Writing,43,422.59,month,0,625,7424,110,97,108968
demiurgent,https://www.patreon.com/demiurgent/overview,2,journalist;reporter,https://graphtreon.com/creator/demiurgent,Eric Burns-White,Writing,43,250.28,sufficient material to cover two months worth of posts.,0,,715,,,
enworld,https://www.patreon.com/enworld/overview,2,journalist;reporting,https://graphtreon.com/creator/enworld,EN World,Games,42,103.68,month,0,14251,18489,,,
TheSurfingViolinist,https://www.patreon.com/TheSurfingViolinist/overview,1,reporter,https://graphtreon.com/creator/TheSurfingViolinist,The Surfing Violinist,Video,43,180.9,creation,0,15218,,48458,838,8908431
SamMulvey,https://www.patreon.com/SamMulvey/overview,2,journalism;reporting,https://graphtreon.com/creator/SamMulvey,Sam Mulvey,Podcasts,44,240.17,month,0,5171,646,3838,191,328958
JoaquinF,https://www.patreon.com/JoaquinF/overview,3,journalism;journalist;investigative,https://graphtreon.com/creator/JoaquinF,Joaquin Flores,Writing,40,,month,0,,,,,
culturedgr,https://www.patreon.com/culturedgr/overview,2,journalism;journalist,https://graphtreon.com/creator/culturedgr,cultured.GR,,46,359.84,month,0,2078,681,,,
JayDyer,https://www.patreon.com/JayDyer/overview,1,journalism,https://graphtreon.com/creator/JayDyer,Jay Dyer,Video,44,377.86,month,0,5483,4623,22037,559,3326444
KoreaExpose,https://www.patreon.com/KoreaExpose/overview,1,journalism,https://graphtreon.com/creator/KoreaExpose,Korea ExposÌ©,Video,42,392.29,month,0,17971,,266,56,16136
georgegalloway,https://www.patreon.com/georgegalloway/overview,1,journalist,https://graphtreon.com/creator/georgegalloway,George Galloway,Games,47,,month,0,571782,,20365,571,2843757
jacobinmag,https://www.patreon.com/jacobinmag/overview,1,journalism,https://graphtreon.com/creator/jacobinmag,Jacobin,Magazine,40,413.56,month,0,299602,151750,,,
WereNotSorry,https://www.patreon.com/WereNotSorry/overview,1,journalism,https://graphtreon.com/creator/WereNotSorry,Revenge Of The Cis,,42,,month,1,4289,3160,3894,228,547897
gingergorman,https://www.patreon.com/gingergorman/overview,3,journalism;journalist;investigative,https://graphtreon.com/creator/gingergorman,Ginger Gorman,,40,260.1,month,0,1953,6960,6523,558,1745313
juhu,https://www.patreon.com/juhu/overview,1,journalist,https://graphtreon.com/creator/juhu,Justin Hunt,Video,37,,month,0,402,142,253,23,397801
UFOSeekers,https://www.patreon.com/UFOSeekers/overview,1,investigation,https://graphtreon.com/creator/UFOSeekers,UFO Seekers,Video,42,,month,0,8541,4306,148133,87,11968469
LTMB,https://www.patreon.com/LTMB/overview,1,journalism,https://graphtreon.com/creator/LTMB,LTMB,,38,176.02,month,0,68300,1080,9302,457,966497
quakesepicenter,https://www.patreon.com/quakesepicenter/overview,2,journalism;journalist,https://graphtreon.com/creator/quakesepicenter,Quakes Epicenter,Video,41,,month,0,284,2127,83,38,33822
jessmcallen,https://www.patreon.com/jessmcallen/overview,1,journalism,https://graphtreon.com/creator/jessmcallen,Jessica McAllen,Writing,40,,month,0,751,4272,,,
GamerZakh,https://www.patreon.com/GamerZakh/overview,1,journalist,https://graphtreon.com/creator/GamerZakh,GamerZakh,Games,40,106.8,month,0,851,509,66303,1251,19662904
phillysoccerpage,https://www.patreon.com/phillysoccerpage/overview,1,journalism,https://graphtreon.com/creator/phillysoccerpage,The Philly Soccer Page,,41,206.23,month,0,1676,6460,432,512,129308
l_amber_ohearn,https://www.patreon.com/l_amber_ohearn/overview,1,journalism,https://graphtreon.com/creator/l_amber_ohearn,L. Amber O'Hearn,Writing,41,371.37,month,0,,9278,,,
digmeout,https://www.patreon.com/digmeout/overview,1,journalist,https://graphtreon.com/creator/digmeout,Dig Me Out,Podcasts,40,70.65,month,0,1343,3578,82,52,15471
linuxjournal,https://www.patreon.com/linuxjournal/overview,1,reporting,https://graphtreon.com/creator/linuxjournal,Linux Journal,Magazine,41,210.4,month,0,32847,,6497,252,2287723
newsvandal,https://www.patreon.com/newsvandal/overview,5,journalism;journalist;reporter;reporting;investigative,https://graphtreon.com/creator/newsvandal,JP Sottile,,41,457.27,month,0,,1346,65,10,18471
thenuclearhumanist,https://www.patreon.com/thenuclearhumanist/overview,1,investigation,https://graphtreon.com/creator/thenuclearhumanist,The Nuclear Humanist,Video,40,281.6,Video,0,,1680,649,76,34958
PaydayReport,https://www.patreon.com/PaydayReport/overview,2,journalism;reporter,https://graphtreon.com/creator/PaydayReport,Payday Report,Video,40,226.18,month,0,1315,1365,,,
deamos,https://www.patreon.com/deamos/overview,1,investigation,https://graphtreon.com/creator/deamos,Deamos,Adult Games,33,92.69,month,1,,,,,
sarahnyberg,https://www.patreon.com/sarahnyberg/overview,1,journalist,https://graphtreon.com/creator/sarahnyberg,Sarah Nyberg,Writing,39,113.84,month,0,,18898,,,
nerdslayer,https://www.patreon.com/nerdslayer/overview,2,journalist;investigative,https://graphtreon.com/creator/nerdslayer,nerdSlayer,Video,39,171.37,month,0,,378,292,41,46595
cheshirecatstudios,https://www.patreon.com/cheshirecatstudios/overview,1,investigative,https://graphtreon.com/creator/cheshirecatstudios,CheshireCatStudios,Video,38,356.85,month,0,1287,1516,24799,176,2846743
wiserbydesign,https://www.patreon.com/wiserbydesign/overview,1,reporting,https://graphtreon.com/creator/wiserbydesign,Wiser By Design,Video,35,686.26,month,0,,,,,
AllisonWashington,https://www.patreon.com/AllisonWashington/overview,3,journalism;journalist;reporting,https://graphtreon.com/creator/AllisonWashington,Allison Washington,Writing,38,737.91,month,0,,1583,5,1,139
2ways10days,https://www.patreon.com/2ways10days/overview,2,journalist;reporter,https://graphtreon.com/creator/2ways10days,Adam Johnson,Video,36,,month,0,,9007,,,
madmanknitting,https://www.patreon.com/madmanknitting/overview,1,reporting,https://graphtreon.com/creator/madmanknitting,Gregory Patrick,Video,39,86.26,month,0,8059,,356,74,31123
MFRuckus,https://www.patreon.com/MFRuckus/overview,1,journalist,https://graphtreon.com/creator/MFRuckus,MF RUCKUS,Video,39,1051.2,"Chapter of ""The Front Lines of Good Times""",0,4176,366,131,91,25899
tocsg,https://www.patreon.com/tocsg/overview,2,journalist;investigative,https://graphtreon.com/creator/tocsg,TheOnlineCitizen,,39,949.8,month,0,100964,40893,7572,933,6141302
citizenearth,https://www.patreon.com/citizenearth/overview,1,reporting,https://graphtreon.com/creator/citizenearth,Citizen:Earth Media,Podcasts,37,216.18,month,0,1070,343,0,33,3780
ellaster,https://www.patreon.com/ellaster/overview,1,journalist,https://graphtreon.com/creator/ellaster,Ella Ster,Writing,39,,month,0,,363,88,3,21837
nofrag,https://www.patreon.com/nofrag/overview,3,journalism;journalist;reporter,https://graphtreon.com/creator/nofrag,NoFrag,Video,39,191.99,month,0,2051,4831,2685,100,1518446
mymodernmet,https://www.patreon.com/mymodernmet/overview,1,journalist,https://graphtreon.com/creator/mymodernmet,My Modern Met,Video,39,,month,0,3170864,,29722,199,11927734
bradglasgow,https://www.patreon.com/bradglasgow/overview,2,journalism;journalist,https://graphtreon.com/creator/bradglasgow,Brad Glasgow,Games,38,256.93,month,0,,4597,140,3,8537
